"epiweek","cases","tested","prevalence","year","cases_by_hospital","sum_precip","mean_H2M","meanTemp","meantempLag","precip_lag","n_hospitals"
2016-11-21,0,2,0,"2016",0,22.37,79.5985714285714,19.795,15.0642857142857,26.41,1
2016-11-28,0,3,0,"2016",0,92.51,81.7585714285714,19.7035714285714,18.1292857142857,5.29,1
2016-12-05,0,6,0,"2016",0,16.67,80.9457142857143,19.5021428571429,18.5635714285714,115.51,1
2016-12-12,0,6,0,"2016",0,28.07,80.4185714285714,20.1207142857143,18.7957142857143,22.37,1
2016-12-19,0,1,0,"2016",0,25.4,81.6428571428571,20.23,19.2478571428571,92.51,1
2017-01-02,0,2,0,"2017",0,103.08,83.2157142857143,19.1778571428571,19.8207142857143,16.67,1
2017-01-09,0,2,0,"2017",0,56.71,83.1885714285714,19.3528571428571,19.795,28.07,1
2017-01-16,0,4,0,"2017",0,37.27,82.6157142857143,19.1735714285714,19.7035714285714,25.4,1
2017-01-23,0,2,0,"2017",0,110.14,81.58,20.0178571428571,19.5021428571429,103.08,1
2017-01-30,0,5,0,"2017",0,125.4,85.17,20.7007142857143,20.1207142857143,56.71,1
2017-02-06,0,5,0,"2017",0,95.71,85.0714285714286,20.2664285714286,20.23,37.27,1
2017-02-13,2,11,0.181818181818182,"2017",2,169.54,86.4442857142857,19.445,19.1778571428571,110.14,1
2017-02-20,1,8,0.125,"2017",1,35.29,86.2771428571429,19.7,19.3528571428571,125.4,1
2017-02-27,2,9,0.222222222222222,"2017",2,15.6,84.0614285714286,19.5178571428571,19.1735714285714,95.71,1
2017-03-06,7,18,0.388888888888889,"2017",7,211.87,89.7157142857143,19.8757142857143,20.0178571428571,169.54,1
2017-03-13,2,7,0.285714285714286,"2017",2,103.15,90.6371428571428,19.61,20.7007142857143,35.29,1
2017-03-20,8,12,0.666666666666667,"2017",8,31.11,88.9928571428571,19.09,20.2664285714286,15.6,1
2017-03-27,4,10,0.4,"2017",4,77.51,90.66,19.0828571428571,19.445,211.87,1
2017-04-03,6,8,0.75,"2017",6,36.55,90.3657142857143,18.1128571428571,19.7,103.15,1
2017-04-10,9,11,0.818181818181818,"2017",9,15.8,88.3114285714286,17.1935714285714,19.5178571428571,31.11,1
2017-04-17,2,5,0.4,"2017",2,6.69,86.5457142857143,18.505,19.8757142857143,77.51,1
2017-04-24,5,5,1,"2017",5,28,88.1428571428571,16.9821428571429,19.61,36.55,1
2017-05-01,1,6,0.166666666666667,"2017",1,26.19,89.8042857142857,16.2864285714286,19.09,15.8,1
2017-05-08,6,10,0.6,"2017",6,31.86,89.1871428571429,16.3142857142857,19.0828571428571,6.69,1
2017-05-15,2,14,0.142857142857143,"2017",2,22.29,89.3214285714286,16.725,18.1128571428571,28,1
2017-05-22,3,10,0.3,"2017",3,13.77,85.08,15.5064285714286,17.1935714285714,26.19,1
2017-05-29,0,6,0,"2017",0,17.08,87.8028571428571,15.7292857142857,18.505,31.86,1
2017-06-05,1,6,0.166666666666667,"2017",1,55.72,90.1228571428571,14.7757142857143,16.9821428571429,22.29,1
2017-06-12,1,1,1,"2017",1,12.18,87.59,14.7671428571429,16.2864285714286,13.77,1
2017-06-19,0,4,0,"2017",0,9.67,88.8471428571429,14.805,16.3142857142857,17.08,1
2017-06-26,0,5,0,"2017",0,36.64,88.6171428571429,13.085,16.725,55.72,1
2017-07-03,0,6,0,"2017",0,35.77,89.7885714285714,13.16,15.5064285714286,12.18,1
2017-07-10,1,7,0.142857142857143,"2017",1,1.73,81.5157142857143,13.6921428571429,15.7292857142857,9.67,1
2017-07-17,0,6,0,"2017",0,7.21,83.7128571428571,13.3,14.7757142857143,36.64,1
2017-07-24,0,1,0,"2017",0,74.97,88.6428571428571,14.5221428571429,14.7671428571429,35.77,1
2017-07-31,0,3,0,"2017",0,10.84,87.0271428571429,12.455,14.805,1.73,1
2017-08-07,0,4,0,"2017",0,44.94,87.9371428571429,13.1857142857143,13.085,7.21,1
2017-08-14,0,2,0,"2017",0,29.85,88.2685714285714,14.8492857142857,13.16,74.97,1
2017-08-21,0,4,0,"2017",0,11.99,84.8571428571429,15.9864285714286,13.6921428571429,10.84,1
2017-08-28,0,2,0,"2017",0,11.18,83.7785714285714,16.065,13.3,44.94,1
2017-09-11,0,3,0,"2017",0,1.08,77.1314285714286,16.2842857142857,14.5221428571429,29.85,1
2017-09-18,0,1,0,"2017",0,7.75,82.3557142857143,17.8692857142857,12.455,11.99,1
2017-10-02,0,2,0,"2017",0,4.48,81.51,16.3692857142857,13.1857142857143,11.18,1
2017-10-09,0,6,0,"2017",0,29.39,80.1171428571429,19.2385714285714,14.8492857142857,1.08,1
2017-10-23,0,4,0,"2017",0,25.78,79.7842857142857,18.6171428571429,15.9864285714286,7.75,1
2017-10-30,0,3,0,"2017",0,50.86,82.2585714285714,16.98,16.065,4.48,1
2017-11-06,0,3,0,"2017",0,30.69,75.9371428571429,19.935,16.2842857142857,29.39,1
2017-11-13,0,1,0,"2017",0,89.82,82.26,19.7007142857143,17.8692857142857,25.78,1
2017-11-20,0,4,0,"2017",0,211.58,85.5085714285714,18.4578571428571,16.3692857142857,50.86,1
2017-11-27,0,5,0,"2017",0,182.46,86.0428571428571,19.6085714285714,19.2385714285714,30.69,1
2017-12-04,0,2,0,"2017",0,101.08,85.5642857142857,18.8664285714286,18.6171428571429,89.82,1
2017-12-18,0,2,0,"2017",0,98.54,83.6514285714286,19.6792857142857,16.98,211.58,1
2017-12-25,0,2,0,"2017",0,210.32,88.8757142857143,20.0992857142857,19.935,182.46,1
2018-01-01,0,2,0,"2018",0,130.02,89.4357142857143,19.275,19.7007142857143,101.08,1
2018-01-08,1,3,0.333333333333333,"2018",1,87.83,89.0457142857143,19.0628571428571,18.4578571428571,98.54,1
2018-01-15,1,2,0.5,"2018",1,43.7,85.9014285714286,18.5971428571429,19.6085714285714,210.32,1
2018-02-05,0,1,0,"2018",0,105.89,89.25,18.9064285714286,18.8664285714286,130.02,1
2018-02-19,13,15,0.866666666666667,"2018",13,179.1,87.3142857142857,19.3821428571429,19.6792857142857,87.83,1
2018-02-26,8,13,0.615384615384615,"2018",8,87.45,89.7142857142857,19.5414285714286,20.0992857142857,43.7,1
2018-03-05,3,4,0.75,"2018",3,49.67,88.8385714285714,19.5371428571429,19.275,105.89,1
2018-03-12,2,6,0.333333333333333,"2018",2,59.53,90.4657142857143,18.6307142857143,19.0628571428571,179.1,1
2018-03-26,1,2,0.5,"2018",1,10.39,85.51,17.7907142857143,18.5971428571429,87.45,1
2018-04-09,0,3,0,"2018",0,75.11,88.8942857142857,18.2857142857143,18.9064285714286,49.67,1
2018-04-16,0,2,0,"2018",0,26.39,88.4742857142857,17.7585714285714,19.3821428571429,59.53,1
2018-04-23,0,2,0,"2018",0,51.38,88.7671428571429,16.36,19.5414285714286,10.39,1
2018-04-30,0,1,0,"2018",0,12.45,89.1142857142857,16.4735714285714,19.5371428571429,75.11,1
2018-05-07,0,4,0,"2018",0,11.5,87.8828571428571,17.7178571428571,18.6307142857143,26.39,1
2018-05-14,0,2,0,"2018",0,22.15,87.8585714285714,16.4571428571429,17.7907142857143,51.38,1
2018-05-28,0,6,0,"2018",0,8.99,86.1428571428571,15.6607142857143,18.2857142857143,12.45,1
2018-06-04,1,5,0.2,"2018",1,2.2,82.92,13.8042857142857,17.7585714285714,11.5,1
2018-06-11,0,3,0,"2018",0,28.02,90.0828571428571,14.6935714285714,16.36,22.15,1
2018-06-18,0,5,0,"2018",0,3.86,85.7514285714286,14.3185714285714,16.4735714285714,8.99,1
2018-06-25,0,1,0,"2018",0,18.73,88.8485714285714,13.7621428571429,17.7178571428571,2.2,1
2018-07-02,0,3,0,"2018",0,29.71,89.2314285714286,13.0542857142857,16.4571428571429,28.02,1
2018-07-09,0,3,0,"2018",0,25.62,88.3928571428571,12.3342857142857,15.6607142857143,3.86,1
2018-07-16,0,2,0,"2018",0,39.24,89.0271428571429,11.4171428571429,13.8042857142857,18.73,1
2018-07-23,0,7,0,"2018",0,19.43,89.0357142857143,13.3485714285714,14.6935714285714,29.71,1
2018-07-30,0,7,0,"2018",0,0.53,79.9742857142857,15.1664285714286,14.3185714285714,25.62,1
2018-08-06,0,2,0,"2018",0,0.4,79.4471428571429,14.34,13.7621428571429,39.24,1
2018-08-13,0,1,0,"2018",0,9.13,87.3028571428571,13.4064285714286,13.0542857142857,19.43,1
2018-08-20,0,3,0,"2018",0,8.68,86.76,14.1471428571429,12.3342857142857,0.53,1
2018-09-10,0,2,0,"2018",0,1.1,80.5914285714286,16.9957142857143,11.4171428571429,0.4,1
2018-09-24,0,2,0,"2018",0,4.8,81.1157142857143,16.35,13.3485714285714,9.13,1
2018-10-15,0,2,0,"2018",0,16.11,73.6957142857143,19.085,15.1664285714286,8.68,1
2018-10-29,0,3,0,"2018",0,7.83,71.1257142857143,18.3271428571429,14.34,1.1,1
2018-11-05,0,2,0,"2018",0,45.14,79.4628571428571,19.8021428571429,13.4064285714286,4.8,1
2018-11-19,0,3,0,"2018",0,51.99,80.5157142857143,19.3614285714286,14.1471428571429,16.11,1
2018-11-26,0,3,0,"2018",0,61.48,81.0185714285714,19.9692857142857,16.9957142857143,7.83,1
2018-12-03,0,2,0,"2018",0,86.12,79.9671428571429,20.2192857142857,16.35,45.14,1
2018-12-10,0,1,0,"2018",0,63.03,82.2342857142857,20.5071428571429,19.085,51.99,1
2018-12-17,0,2,0,"2018",0,75.97,81.0614285714286,19.9178571428571,18.3271428571429,61.48,1
2018-12-24,0,2,0,"2018",0,124.43,78.0071428571429,20.2985714285714,19.8021428571429,86.12,1
2019-01-21,1,3,0.333333333333333,"2019",1,91.86,88.3485714285714,20.4921428571429,19.3614285714286,63.03,1
2019-01-28,0,2,0,"2019",0,37.8,86.7685714285714,18.6264285714286,19.9692857142857,75.97,1
2019-02-04,2,3,0.666666666666667,"2019",2,57.54,86.1342857142857,20.3307142857143,20.2192857142857,124.43,1
2019-02-11,0,2,0,"2019",0,23.35,83.0185714285714,20.1485714285714,20.5071428571429,91.86,1
2019-02-18,13,17,0.764705882352941,"2019",13,97.81,88.18,20.0164285714286,19.9178571428571,37.8,1
2019-02-25,10,11,0.909090909090909,"2019",10,52.81,89.0885714285714,20.0271428571429,20.2985714285714,57.54,1
2019-03-04,0,15,0,"2019",0,72.97,88.9171428571429,19.6871428571429,20.4921428571429,23.35,1
2019-03-11,10,11,0.909090909090909,"2019",10,139.81,88,19.7135714285714,18.6264285714286,97.81,1
2019-03-18,0,4,0,"2019",0,77.16,86.7685714285714,19.6614285714286,20.3307142857143,52.81,1
2019-03-25,10,10,1,"2019",10,118.8,87.3685714285714,20.4721428571429,20.1485714285714,72.97,1
2019-04-01,5,8,0.625,"2019",5,53.36,90.6442857142857,19.3335714285714,20.0164285714286,139.81,1
2019-04-08,5,5,1,"2019",5,7.98,86.99,19.09,20.0271428571429,77.16,1
2019-04-22,1,3,0.333333333333333,"2019",1,87.04,89.8828571428571,19.3735714285714,19.6871428571429,118.8,1
2019-05-06,3,5,0.6,"2019",3,31.73,88.8471428571429,17.07,19.7135714285714,53.36,1
2019-05-13,0,1,0,"2019",0,2.15,86.65,16.77,19.6614285714286,7.98,1
2019-05-20,5,6,0.833333333333333,"2019",5,11.89,87.6685714285714,16.9421428571429,20.4721428571429,87.04,1
2019-05-27,1,8,0.125,"2019",1,23.82,88.3842857142857,14.6285714285714,19.3335714285714,31.73,1
2019-06-03,0,2,0,"2019",0,26.01,90.5357142857143,15.0642857142857,19.09,2.15,1
2019-06-10,2,2,1,"2019",2,22.2,89.8642857142857,13.5,19.3735714285714,11.89,1
2019-06-17,2,2,1,"2019",2,51.35,90.2771428571429,13.8978571428571,17.07,23.82,1
2019-06-24,1,1,1,"2019",1,34.23,89.4557142857143,15.3078571428571,16.77,26.01,1
2019-07-01,2,6,0.333333333333333,"2019",2,6.73,87.8114285714286,14.3757142857143,16.9421428571429,22.2,1
2019-07-15,0,4,0,"2019",0,16.41,86.58,12.6121428571429,14.6285714285714,51.35,1
2019-08-05,0,5,0,"2019",0,2.9,79.2442857142857,12.8921428571429,15.0642857142857,34.23,1
2019-08-19,0,3,0,"2019",0,14.5,86.5,15.0092857142857,13.5,6.73,1
2019-08-26,1,1,1,"2019",1,2.62,83.4028571428571,14.8557142857143,13.8978571428571,16.41,1
2019-09-02,0,3,0,"2019",0,19.95,83.1771428571429,15.655,15.3078571428571,2.9,1
2019-09-09,0,1,0,"2019",0,21.23,84.2042857142857,16.6257142857143,14.3757142857143,14.5,1
2019-09-23,0,2,0,"2019",0,25.03,83.17,16.7064285714286,12.6121428571429,2.62,1
2019-09-30,0,3,0,"2019",0,30.41,81.7528571428571,18.895,12.8921428571429,19.95,1
2019-10-14,0,3,0,"2019",0,32.02,81.4642857142857,17.3264285714286,15.0092857142857,21.23,1
2019-10-21,0,1,0,"2019",0,10.41,70.34,20.5692857142857,14.8557142857143,25.03,1
2019-11-04,0,3,0,"2019",0,32.47,79.2857142857143,19.5892857142857,15.655,30.41,1
2019-12-09,0,2,0,"2019",0,50.8,83.9014285714286,21.0635714285714,16.6257142857143,32.02,1
2019-12-23,0,2,0,"2019",0,88.5,84.7042857142857,20.2528571428571,16.7064285714286,10.41,1
2020-01-06,0,3,0,"2020",0,109.27,86.2885714285714,19.7535714285714,18.895,32.47,2
2020-01-13,0,5,0,"2020",0,123.7,88.3028571428571,20.1335714285714,17.3264285714286,50.8,2
2020-01-20,1,5,0.2,"2020",0.5,131.07,90.6171428571429,19.4735714285714,20.5692857142857,88.5,2
2020-01-27,1,10,0.1,"2020",0.5,39.95,87.2157142857143,19.6121428571429,19.5892857142857,109.27,2
2020-02-03,2,6,0.333333333333333,"2020",1,16.52,85.1685714285714,19.4007142857143,21.0635714285714,123.7,2
2020-02-10,0,9,0,"2020",0,128.11,86.34,19.3985714285714,20.2528571428571,131.07,2
2020-02-17,5,18,0.277777777777778,"2020",2.5,221.69,91.0357142857143,19.8557142857143,19.7535714285714,39.95,2
2020-02-24,14,23,0.608695652173913,"2020",7,137.41,88.0728571428571,19.9042857142857,20.1335714285714,16.52,2
2020-03-02,5,15,0.333333333333333,"2020",2.5,72.14,89.4657142857143,19.725,19.4735714285714,128.11,2
2020-03-09,19,27,0.703703703703704,"2020",9.5,36.63,89.0457142857143,19.8064285714286,19.6121428571429,221.69,2
2020-03-16,23,32,0.71875,"2020",11.5,188.2,89.5557142857143,19.8357142857143,19.4007142857143,137.41,2
2020-03-23,8,10,0.8,"2020",4,27.49,89.7485714285714,18.7871428571429,19.3985714285714,72.14,2
2020-03-30,1,4,0.25,"2020",0.5,28.89,87.1242857142857,18.9407142857143,19.8557142857143,36.63,2
2020-04-06,2,4,0.5,"2020",1,315.12,89.7157142857143,17.8471428571429,19.9042857142857,188.2,2
2020-04-13,1,6,0.166666666666667,"2020",0.5,390.73,91.9114285714286,16.7835714285714,19.725,27.49,2
2020-04-20,0,5,0,"2020",0,52.31,90.33,17.6807142857143,19.8064285714286,28.89,2
2020-04-27,0,6,0,"2020",0,44.15,90.9014285714286,17.5121428571429,19.8357142857143,315.12,2
2020-05-04,0,8,0,"2020",0,21.51,89.8571428571429,17.2678571428571,18.7871428571429,390.73,2
2020-05-11,2,9,0.222222222222222,"2020",1,12.19,87.24,16.7307142857143,18.9407142857143,52.31,2
2020-05-18,0,3,0,"2020",0,28.15,90.0714285714286,14.575,17.8471428571429,44.15,2
2020-05-25,0,1,0,"2020",0,15.81,88.3928571428571,16.0764285714286,16.7835714285714,21.51,2
2020-06-08,0,3,0,"2020",0,27.61,89.6428571428571,12.8292857142857,17.6807142857143,12.19,2
2020-06-15,0,1,0,"2020",0,34.05,91.24,13.0135714285714,17.5121428571429,28.15,2
2020-06-22,0,1,0,"2020",0,24.45,90.9914285714286,15.6035714285714,17.2678571428571,15.81,2
2020-07-06,0,1,0,"2020",0,19.7,89.2942857142857,13.09,16.7307142857143,27.61,2
2020-07-13,2,3,0.666666666666667,"2020",1,21.8,86.2314285714286,12.3664285714286,14.575,34.05,2
2020-07-20,0,2,0,"2020",0,26.91,90.1257142857143,10.3828571428571,16.0764285714286,24.45,2
2020-07-27,0,1,0,"2020",0,18.1,88.8414285714286,13.9507142857143,12.8292857142857,19.7,2
2020-08-03,0,1,0,"2020",0,7.07,87.5442857142857,12.9935714285714,13.0135714285714,21.8,2
2020-08-17,0,1,0,"2020",0,8.02,85.85,14.0814285714286,15.6035714285714,26.91,2
2020-08-24,0,2,0,"2020",0,6.27,86.7428571428571,15.4042857142857,13.09,18.1,2
2020-08-31,0,5,0,"2020",0,16.98,84.92,14.3042857142857,12.3664285714286,7.07,2
2020-09-07,0,5,0,"2020",0,8.68,83.8542857142857,15.5114285714286,10.3828571428571,8.02,2
2020-09-14,1,9,0.111111111111111,"2020",0.5,3.29,82.7571428571429,15.2607142857143,13.9507142857143,6.27,2
2020-09-21,1,11,0.0909090909090909,"2020",0.5,3.23,82.2142857142857,16.3421428571429,12.9935714285714,16.98,2
2020-09-28,1,9,0.111111111111111,"2020",0.5,11.85,79.7957142857143,19.5635714285714,14.0814285714286,8.68,2
2020-10-05,0,10,0,"2020",0,38.98,83.3571428571429,18.9621428571429,15.4042857142857,3.29,2
2020-10-12,0,8,0,"2020",0,11.73,83.5185714285714,19.1671428571429,14.3042857142857,3.23,2
2020-10-19,0,8,0,"2020",0,14.99,79.6871428571429,17.2235714285714,15.5114285714286,11.85,2
2020-10-26,0,9,0,"2020",0,23.77,80.7142857142857,17.1828571428571,15.2607142857143,38.98,2
2020-11-02,0,6,0,"2020",0,8.81,79.9357142857143,19.6664285714286,16.3421428571429,11.73,2
2020-11-09,0,3,0,"2020",0,33.8,80.3042857142857,18.9414285714286,19.5635714285714,14.99,2
2020-11-16,0,14,0,"2020",0,31.5,79.0614285714286,20.1542857142857,18.9621428571429,23.77,2
2020-11-23,0,5,0,"2020",0,12.2,79.6085714285714,20.2485714285714,19.1671428571429,8.81,2
2020-11-30,0,4,0,"2020",0,44.06,84.1514285714286,20.5185714285714,17.2235714285714,33.8,2
2020-12-07,2,6,0.333333333333333,"2020",1,307.55,88.4657142857143,18.9585714285714,17.1828571428571,31.5,2
2020-12-14,8,14,0.571428571428571,"2020",4,28.43,80.6771428571429,19.9121428571429,19.6664285714286,12.2,2
2020-12-21,12,22,0.545454545454545,"2020",6,117.41,83.6242857142857,19.6764285714286,18.9414285714286,44.06,2
2020-12-28,7,13,0.538461538461538,"2020",3.5,46.37,86.69,19.2478571428571,20.1542857142857,307.55,2
2021-01-04,8,23,0.347826086956522,"2021",4,52.57,82.8214285714286,20.2207142857143,20.2485714285714,28.43,2
2021-01-11,5,13,0.384615384615385,"2021",2.5,38.67,80.5085714285714,21.6271428571429,20.5185714285714,117.41,2
2021-01-18,7,14,0.5,"2021",3.5,66.29,85.6971428571429,20.6785714285714,18.9585714285714,46.37,2
2021-01-25,13,19,0.68421052631579,"2021",6.5,181.7,84.5728571428571,20.6235714285714,19.9121428571429,52.57,2
2021-02-01,6,14,0.428571428571429,"2021",3,127.41,87.0328571428571,20.2278571428571,19.6764285714286,38.67,2
2021-02-08,16,20,0.8,"2021",8,201.83,89.92,18.9285714285714,19.2478571428571,66.29,2
2021-02-15,9,15,0.6,"2021",4.5,79.19,88.1242857142857,19.9,20.2207142857143,181.7,2
2021-02-22,6,10,0.6,"2021",3,60.15,89.0457142857143,19.2535714285714,21.6271428571429,127.41,2
2021-03-01,13,21,0.619047619047619,"2021",6.5,85.12,90.0085714285714,19.3,20.6785714285714,201.83,2
2021-03-08,4,11,0.363636363636364,"2021",2,56.05,87.2128571428571,18.57,20.6235714285714,79.19,2
2021-03-15,6,14,0.428571428571429,"2021",3,131.07,89.1342857142857,18.6728571428571,20.2278571428571,60.15,2
2021-03-22,3,18,0.166666666666667,"2021",1.5,13.63,87.5814285714286,19.7278571428571,18.9285714285714,85.12,2
2021-03-29,1,13,0.0769230769230769,"2021",0.5,22.69,86.8628571428572,18.7978571428571,19.9,56.05,2
2021-04-05,0,3,0,"2021",0,29.55,88.9985714285714,18.4842857142857,19.2535714285714,131.07,2
2021-04-12,0,8,0,"2021",0,60.76,89.0371428571429,17.9385714285714,19.3,13.63,2
2021-04-19,1,4,0.25,"2021",0.5,23.87,91.2957142857143,16.8342857142857,18.57,22.69,2
2021-04-26,0,7,0,"2021",0,30.82,89.7328571428571,17.7457142857143,18.6728571428571,29.55,2
2021-05-03,0,8,0,"2021",0,9.12,86.9742857142857,17.8042857142857,19.7278571428571,60.76,2
2021-05-10,0,6,0,"2021",0,18.01,89.1071428571429,15.8542857142857,18.7978571428571,23.87,2
2021-05-17,0,1,0,"2021",0,16.39,87.76,14.1857142857143,18.4842857142857,30.82,2
2021-05-24,0,3,0,"2021",0,11.53,84.1428571428571,14.9478571428571,17.9385714285714,9.12,2
2021-05-31,0,7,0,"2021",0,19.75,87.3928571428571,15.4278571428571,16.8342857142857,18.01,2
2021-06-07,0,4,0,"2021",0,30.45,89.1357142857143,13.3835714285714,17.7457142857143,16.39,2
2021-06-14,0,4,0,"2021",0,27.17,87.9142857142857,13.7985714285714,17.8042857142857,11.53,2
2021-06-28,0,1,0,"2021",0,5.76,86.0542857142857,13.0535714285714,15.8542857142857,19.75,2
2021-07-05,0,3,0,"2021",0,35.25,88.9557142857143,13.505,14.1857142857143,30.45,2
2021-07-12,0,7,0,"2021",0,17.01,88.7242857142857,12.725,14.9478571428571,27.17,2
2021-07-19,0,3,0,"2021",0,49.66,89.2414285714286,13.4078571428571,15.4278571428571,5.76,2
2021-07-26,0,3,0,"2021",0,37.51,88.6585714285714,12.9564285714286,13.3835714285714,35.25,2
2021-08-02,0,3,0,"2021",0,6.75,84.6342857142857,13.84,13.7985714285714,17.01,2
2021-08-09,0,10,0,"2021",0,7.19,84.0628571428571,14.685,13.0535714285714,49.66,2
2021-08-16,0,4,0,"2021",0,11.65,86.1514285714286,14.6542857142857,13.505,37.51,2
2021-08-23,0,15,0,"2021",0,32.24,85.8285714285714,15.0692857142857,12.725,6.75,2
2021-08-30,0,11,0,"2021",0,15.14,86.2528571428571,15.2442857142857,13.4078571428571,7.19,2
2021-09-06,0,12,0,"2021",0,9.78,85.0628571428571,14.7371428571429,12.9564285714286,11.65,2
2021-09-13,1,11,0.0909090909090909,"2021",0.5,11.71,82.4371428571429,16.2035714285714,13.84,32.24,2
2021-09-20,0,8,0,"2021",0,21.73,84.7414285714286,15.65,14.685,15.14,2
2021-09-27,0,8,0,"2021",0,4.53,82.9442857142857,15.5457142857143,14.6542857142857,9.78,2
2021-10-04,0,10,0,"2021",0,15.94,80.9571428571429,16.8564285714286,15.0692857142857,11.71,2
2021-10-11,0,13,0,"2021",0,7.74,81.1242857142857,17.4542857142857,15.2442857142857,21.73,2
2021-10-18,0,9,0,"2021",0,16.7,77.17,18.6107142857143,14.7371428571429,4.53,2
2021-10-25,0,8,0,"2021",0,12.64,79.0085714285714,19.0021428571429,16.2035714285714,15.94,2
2021-11-01,0,8,0,"2021",0,12.08,75.0542857142857,20.49,15.65,7.74,2
2021-11-08,0,14,0,"2021",0,29.24,78.1514285714286,21.2421428571429,15.5457142857143,16.7,2
2021-11-15,0,12,0,"2021",0,15.11,78.3828571428571,20.085,16.8564285714286,12.64,2
2021-11-22,2,30,0.0666666666666667,"2021",1,63.45,82.18,20.4771428571429,17.4542857142857,12.08,2
2021-11-29,1,18,0.0555555555555556,"2021",0.5,43.04,81.9557142857143,19.2278571428571,18.6107142857143,29.24,2
2021-12-06,3,21,0.142857142857143,"2021",1.5,12.46,78.7957142857143,19.2592857142857,19.0021428571429,15.11,2
2021-12-13,1,26,0.0384615384615385,"2021",0.5,24.56,78.17,19.8292857142857,20.49,63.45,2
2021-12-20,1,15,0.0666666666666667,"2021",0.5,102.12,80.9014285714286,21.4792857142857,21.2421428571429,43.04,2
2021-12-27,2,21,0.0952380952380952,"2021",1,223.94,86.2585714285714,20.9114285714286,20.085,12.46,2
2022-01-03,1,5,0.2,"2022",0.5,95.22,86.9814285714286,20.3414285714286,20.4771428571429,24.56,2
2022-01-10,3,10,0.3,"2022",1.5,134.06,85.0342857142857,19.7714285714286,19.2278571428571,102.12,2
2022-01-17,0,9,0,"2022",0,174.53,89.9271428571429,19.22,19.2592857142857,223.94,2
2022-01-24,0,7,0,"2022",0,44.29,86.3842857142857,18.9435714285714,19.8292857142857,95.22,2
2022-01-31,5,18,0.277777777777778,"2022",2.5,19.72,82.8942857142857,19.3485714285714,21.4792857142857,134.06,2
2022-02-07,6,11,0.545454545454545,"2022",3,51.12,85.4828571428571,20.1592857142857,20.9114285714286,174.53,2
2022-02-14,4,12,0.333333333333333,"2022",2,65.11,86.43,19.3821428571429,20.3414285714286,44.29,2
2022-02-21,10,25,0.4,"2022",5,101.51,87.7328571428571,19.8835714285714,19.7714285714286,19.72,2
2022-02-28,15,31,0.483870967741935,"2022",7.5,187.87,89.9014285714286,19.8721428571429,19.22,51.12,2
2022-03-07,28,48,0.583333333333333,"2022",14,42.66,90.1085714285714,19.3607142857143,18.9435714285714,65.11,2
2022-03-14,27,35,0.771428571428571,"2022",13.5,220.99,90.1871428571429,19.4078571428571,19.3485714285714,101.51,2
2022-03-21,51,60,0.85,"2022",25.5,104.5,88.8214285714286,19.6735714285714,20.1592857142857,187.87,2
2022-03-28,42,56,0.75,"2022",21,160.16,88.75,17.6764285714286,19.3821428571429,42.66,2
2022-04-04,58,70,0.828571428571429,"2022",29,22.46,87.6514285714286,18.7085714285714,19.8835714285714,220.99,2
2022-04-11,27,36,0.75,"2022",13.5,19.64,90.2142857142857,17.7092857142857,19.8721428571429,104.5,2
2022-04-18,17,24,0.708333333333333,"2022",8.5,29.17,90.1871428571429,18.045,19.3607142857143,160.16,2
2022-04-25,14,26,0.538461538461538,"2022",7,14.12,88.6428571428571,17.2935714285714,19.4078571428571,22.46,2
2022-05-02,9,26,0.346153846153846,"2022",4.5,28.2,89.4728571428571,16.985,19.6735714285714,19.64,2
2022-05-09,10,31,0.32258064516129,"2022",5,10.57,86.2842857142857,16.0242857142857,17.6764285714286,29.17,2
2022-05-16,10,34,0.294117647058824,"2022",5,10.81,87.0257142857143,14.33,18.7085714285714,14.12,2
2022-05-23,9,21,0.428571428571429,"2022",4.5,13.92,87.8385714285714,15.8278571428571,17.7092857142857,28.2,2
2022-05-30,6,24,0.25,"2022",3,9.43,85.7314285714286,13.4414285714286,18.045,10.57,2
2022-06-06,5,14,0.357142857142857,"2022",2.5,18.84,89.6271428571429,14.2321428571429,17.2935714285714,10.81,2
2022-06-13,3,28,0.107142857142857,"2022",1.5,82.03,89.8128571428571,14.7671428571429,16.985,13.92,2
2022-06-20,0,21,0,"2022",0,7.64,88.9285714285714,11.8964285714286,16.0242857142857,9.43,2
2022-06-27,0,20,0,"2022",0,10.08,89.1271428571429,11.1742857142857,14.33,18.84,2
