"week_num","year","week","time","cases","births","pop","beta","beta_low","beta_high"
1,"2011",0.0199999999999818,2011.02,2,65.4059807692308,93664.2949807692,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
1,"2012",0.0199999999999818,2012.02,1,58.6561346153846,86008.5371346154,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
1,"2013",0.0199999999999818,2013.02,11,76.193439,113686.134611,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
1,"2014",0.0199999999999818,2014.02,1,107.375706269231,163317.838980269,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
1,"2015",0.0199999999999818,2015.02,1,106.356450192308,163369.821040192,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
1,"2016",0.0199999999999818,2016.02,1,88.3371634230769,135716.804665423,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
1,"2017",0.0199999999999818,2017.02,1,87.5767287307692,135755.586834731,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
1,"2018",0.0199999999999818,2018.02,1,54.9198461538462,86199.0878461539,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
1,"2019",0.0199999999999818,2019.02,1,54.2574807692308,86232.8684807692,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
1,"2020",0.0199999999999818,2020.02,1,96.9185835,155851.1522415,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
1,"2021",0.0199999999999818,2021.02,6,78.6949745769231,128208.556296577,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
2,"2011",0.0399999999999636,2011.04,1,65.4059807692308,93729.7009615385,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
2,"2012",0.0399999999999636,2012.04,1,58.6561346153846,86067.1932692308,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
2,"2013",0.0399999999999636,2013.04,4,76.193439,113762.32805,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
2,"2014",0.0399999999999636,2014.04,1,107.375706269231,163425.214686538,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
2,"2015",0.0399999999999636,2015.04,1,106.356450192308,163476.177490385,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
2,"2016",0.0399999999999636,2016.04,1,88.3371634230769,135805.141828846,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
2,"2017",0.0399999999999636,2017.04,1,87.5767287307692,135843.163563462,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
2,"2018",0.0399999999999636,2018.04,1,54.9198461538462,86254.0076923077,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
2,"2019",0.0399999999999636,2019.04,1,54.2574807692308,86287.1259615385,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
2,"2020",0.0399999999999636,2020.04,1,96.9185835,155948.070825,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
2,"2021",0.0399999999999636,2021.04,6,78.6949745769231,128287.251271154,4.34853241450802e-05,4.1377520229646e-05,4.56634646178618e-05
3,"2011",0.0599999999999454,2011.06,2,65.4059807692308,93795.1069423077,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
3,"2012",0.0599999999999454,2012.06,1,58.6561346153846,86125.8494038462,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
3,"2013",0.0599999999999454,2013.06,3,76.193439,113838.521489,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
3,"2014",0.0599999999999454,2014.06,4,107.375706269231,163532.590392808,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
3,"2015",0.0599999999999454,2015.06,1,106.356450192308,163582.533940577,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
3,"2016",0.0599999999999454,2016.06,1,88.3371634230769,135893.478992269,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
3,"2017",0.0599999999999454,2017.06,1,87.5767287307692,135930.740292192,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
3,"2018",0.0599999999999454,2018.06,1,54.9198461538462,86308.9275384615,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
3,"2019",0.0599999999999454,2019.06,1,54.2574807692308,86341.3834423077,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
3,"2020",0.0599999999999454,2020.06,1,96.9185835,156044.9894085,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
3,"2021",0.0599999999999454,2021.06,10,78.6949745769231,128365.946245731,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
4,"2011",0.0799999999999272,2011.08,3,65.4059807692308,93860.5129230769,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
4,"2012",0.0799999999999272,2012.08,1,58.6561346153846,86184.5055384615,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
4,"2013",0.0799999999999272,2013.08,6,76.193439,113914.714928,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
4,"2014",0.0799999999999272,2014.08,7,107.375706269231,163639.966099077,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
4,"2015",0.0799999999999272,2015.08,3,106.356450192308,163688.890390769,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
4,"2016",0.0799999999999272,2016.08,3,88.3371634230769,135981.816155692,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
4,"2017",0.0799999999999272,2017.08,1,87.5767287307692,136018.317020923,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
4,"2018",0.0799999999999272,2018.08,1,54.9198461538462,86363.8473846154,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
4,"2019",0.0799999999999272,2019.08,1,54.2574807692308,86395.6409230769,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
4,"2020",0.0799999999999272,2020.08,2,96.9185835,156141.907992,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
4,"2021",0.0799999999999272,2021.08,9,78.6949745769231,128444.641220308,6.37456034982799e-05,6.15250309468144e-05,6.60189308210421e-05
5,"2011",0.0999999999999091,2011.1,3,65.4059807692308,93925.9189038461,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
