"week_num","year","week","time","cases","births","pop","beta","beta_low","beta_high"
5,"2012",0.0999999999999091,2012.1,1,58.6561346153846,86243.1616730769,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
5,"2013",0.0999999999999091,2013.1,15,76.193439,113990.908367,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
5,"2014",0.0999999999999091,2014.1,11,107.375706269231,163747.341805346,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
5,"2015",0.0999999999999091,2015.1,3,106.356450192308,163795.246840962,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
5,"2016",0.0999999999999091,2016.1,3,88.3371634230769,136070.153319115,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
5,"2017",0.0999999999999091,2017.1,1,87.5767287307692,136105.893749654,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
5,"2018",0.0999999999999091,2018.1,1,54.9198461538462,86418.7672307692,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
5,"2019",0.0999999999999091,2019.1,2,54.2574807692308,86449.8984038462,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
5,"2020",0.0999999999999091,2020.1,1,96.9185835,156238.8265755,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
5,"2021",0.0999999999999091,2021.1,11,78.6949745769231,128523.336194885,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
6,"2011",0.1099999999999,2011.11,3,65.4059807692308,93991.3248846154,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
6,"2012",0.1099999999999,2012.11,1,58.6561346153846,86301.8178076923,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
6,"2013",0.1099999999999,2013.11,18,76.193439,114067.101806,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
6,"2014",0.1099999999999,2014.11,15,107.375706269231,163854.717511615,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
6,"2015",0.1099999999999,2015.11,2,106.356450192308,163901.603291154,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
6,"2016",0.1099999999999,2016.11,2,88.3371634230769,136158.490482538,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
6,"2017",0.1099999999999,2017.11,2,87.5767287307692,136193.470478385,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
6,"2018",0.1099999999999,2018.11,4,54.9198461538462,86473.6870769231,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
6,"2019",0.1099999999999,2019.11,1,54.2574807692308,86504.1558846154,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
6,"2020",0.1099999999999,2020.11,1,96.9185835,156335.745159,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
6,"2021",0.1099999999999,2021.11,16,78.6949745769231,128602.031169462,5.63808950835976e-05,5.47986058031852e-05,5.79933292360906e-05
7,"2011",0.130000000000109,2011.13,2,65.4059807692308,94056.7308653846,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
7,"2012",0.130000000000109,2012.13,1,58.6561346153846,86360.4739423077,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
7,"2013",0.130000000000109,2013.13,14,76.193439,114143.295245,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
7,"2014",0.130000000000109,2014.13,7,107.375706269231,163962.093217885,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
7,"2015",0.130000000000109,2015.13,1,106.356450192308,164007.959741346,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
7,"2016",0.130000000000109,2016.13,10,88.3371634230769,136246.827645962,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
7,"2017",0.130000000000109,2017.13,1,87.5767287307692,136281.047207115,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
7,"2018",0.130000000000109,2018.13,10,54.9198461538462,86528.6069230769,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
7,"2019",0.130000000000109,2019.13,13,54.2574807692308,86558.4133653846,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
7,"2020",0.130000000000109,2020.13,5,96.9185835,156432.6637425,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
7,"2021",0.130000000000109,2021.13,9,78.6949745769231,128680.726144038,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
8,"2011",0.150000000000091,2011.15,2,65.4059807692308,94122.1368461538,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
8,"2012",0.150000000000091,2012.15,1,58.6561346153846,86419.1300769231,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
8,"2013",0.150000000000091,2013.15,20,76.193439,114219.488684,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
8,"2014",0.150000000000091,2014.15,17,107.375706269231,164069.468924154,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
8,"2015",0.150000000000091,2015.15,7,106.356450192308,164114.316191538,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
8,"2016",0.150000000000091,2016.15,10,88.3371634230769,136335.164809385,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
8,"2017",0.150000000000091,2017.15,1,87.5767287307692,136368.623935846,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
8,"2018",0.150000000000091,2018.15,11,54.9198461538462,86583.5267692308,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
8,"2019",0.150000000000091,2019.15,10,54.2574807692308,86612.6708461539,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
8,"2020",0.150000000000091,2020.15,14,96.9185835,156529.582326,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
8,"2021",0.150000000000091,2021.15,6,78.6949745769231,128759.421118615,4.70405761610648e-05,4.58494409928697e-05,4.82521481260197e-05
9,"2011",0.170000000000073,2011.17,5,65.4059807692308,94187.5428269231,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
9,"2012",0.170000000000073,2012.17,1,58.6561346153846,86477.7862115384,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
9,"2013",0.170000000000073,2013.17,15,76.193439,114295.682123,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
9,"2014",0.170000000000073,2014.17,9,107.375706269231,164176.844630423,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
9,"2015",0.170000000000073,2015.17,9,106.356450192308,164220.672641731,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
9,"2016",0.170000000000073,2016.17,7,88.3371634230769,136423.501972808,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
9,"2017",0.170000000000073,2017.17,4,87.5767287307692,136456.200664577,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
9,"2018",0.170000000000073,2018.17,6,54.9198461538462,86638.4466153846,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
9,"2019",0.170000000000073,2019.17,1,54.2574807692308,86666.9283269231,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
9,"2020",0.170000000000073,2020.17,5,96.9185835,156626.5009095,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
9,"2021",0.170000000000073,2021.17,9,78.6949745769231,128838.116093192,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
10,"2011",0.190000000000055,2011.19,9,65.4059807692308,94252.9488076923,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
10,"2012",0.190000000000055,2012.19,1,58.6561346153846,86536.4423461538,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
10,"2013",0.190000000000055,2013.19,16,76.193439,114371.875562,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
10,"2014",0.190000000000055,2014.19,8,107.375706269231,164284.220336692,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
10,"2015",0.190000000000055,2015.19,12,106.356450192308,164327.029091923,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
10,"2016",0.190000000000055,2016.19,11,88.3371634230769,136511.839136231,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
10,"2017",0.190000000000055,2017.19,5,87.5767287307692,136543.777393308,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
10,"2018",0.190000000000055,2018.19,2,54.9198461538462,86693.3664615385,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
10,"2019",0.190000000000055,2019.19,10,54.2574807692308,86721.1858076923,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
10,"2020",0.190000000000055,2020.19,19,96.9185835,156723.419493,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
10,"2021",0.190000000000055,2021.19,5,78.6949745769231,128916.811067769,5.113289759906e-05,4.98706500012263e-05,5.24162491838556e-05
11,"2011",0.210000000000036,2011.21,5,65.4059807692308,94318.3547884615,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
11,"2012",0.210000000000036,2012.21,2,58.6561346153846,86595.0984807692,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
11,"2013",0.210000000000036,2013.21,9,76.193439,114448.069001,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
11,"2014",0.210000000000036,2014.21,11,107.375706269231,164391.596042962,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
11,"2015",0.210000000000036,2015.21,8,106.356450192308,164433.385542115,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
11,"2016",0.210000000000036,2016.21,10,88.3371634230769,136600.176299654,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
11,"2017",0.210000000000036,2017.21,5,87.5767287307692,136631.354122038,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
11,"2018",0.210000000000036,2018.21,2,54.9198461538462,86748.2863076923,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
11,"2019",0.210000000000036,2019.21,1,54.2574807692308,86775.4432884615,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
11,"2020",0.210000000000036,2020.21,23,96.9185835,156820.3380765,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
11,"2021",0.210000000000036,2021.21,5,78.6949745769231,128995.506042346,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
12,"2011",0.230000000000018,2011.23,2,65.4059807692308,94383.7607692308,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
12,"2012",0.230000000000018,2012.23,1,58.6561346153846,86653.7546153846,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
12,"2013",0.230000000000018,2013.23,5,76.193439,114524.26244,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
12,"2014",0.230000000000018,2014.23,1,107.375706269231,164498.971749231,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
12,"2015",0.230000000000018,2015.23,5,106.356450192308,164539.741992308,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
12,"2016",0.230000000000018,2016.23,6,88.3371634230769,136688.513463077,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
12,"2017",0.230000000000018,2017.23,6,87.5767287307692,136718.930850769,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
12,"2018",0.230000000000018,2018.23,1,54.9198461538462,86803.2061538462,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
12,"2019",0.230000000000018,2019.23,10,54.2574807692308,86829.7007692308,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
12,"2020",0.230000000000018,2020.23,8,96.9185835,156917.25666,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
12,"2021",0.230000000000018,2021.23,2,78.6949745769231,129074.201016923,3.10034478073629e-05,2.98802463758482e-05,3.21544273134538e-05
13,"2011",0.25,2011.25,2,65.4059807692308,94449.16675,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
13,"2012",0.25,2012.25,1,58.6561346153846,86712.41075,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
13,"2013",0.25,2013.25,4,76.193439,114600.455879,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
13,"2014",0.25,2014.25,2,107.375706269231,164606.3474555,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
13,"2015",0.25,2015.25,6,106.356450192308,164646.0984425,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
13,"2016",0.25,2016.25,6,88.3371634230769,136776.8506265,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
13,"2017",0.25,2017.25,6,87.5767287307692,136806.5075795,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
13,"2018",0.25,2018.25,1,54.9198461538462,86858.126,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
13,"2019",0.25,2019.25,5,54.2574807692308,86883.95825,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
13,"2020",0.25,2020.25,1,96.9185835,157014.1752435,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
13,"2021",0.25,2021.25,1,78.6949745769231,129152.8959915,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
14,"2011",0.269999999999982,2011.27,3,65.4059807692308,94514.5727307692,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
14,"2012",0.269999999999982,2012.27,2,58.6561346153846,86771.0668846154,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
14,"2013",0.269999999999982,2013.27,3,76.193439,114676.649318,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
14,"2014",0.269999999999982,2014.27,3,107.375706269231,164713.723161769,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
14,"2015",0.269999999999982,2015.27,5,106.356450192308,164752.454892692,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
14,"2016",0.269999999999982,2016.27,4,88.3371634230769,136865.187789923,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
14,"2017",0.269999999999982,2017.27,9,87.5767287307692,136894.084308231,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
14,"2018",0.269999999999982,2018.27,1,54.9198461538462,86913.0458461539,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
14,"2019",0.269999999999982,2019.27,5,54.2574807692308,86938.2157307692,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
14,"2020",0.269999999999982,2020.27,2,96.9185835,157111.093827,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
14,"2021",0.269999999999982,2021.27,1,78.6949745769231,129231.590966077,4.54853364442337e-05,4.37167986553283e-05,4.73009010242051e-05
15,"2011",0.279999999999973,2011.28,3,65.4059807692308,94579.9787115385,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
15,"2012",0.279999999999973,2012.28,5,58.6561346153846,86829.7230192308,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
15,"2013",0.279999999999973,2013.28,4,76.193439,114752.842757,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
15,"2014",0.279999999999973,2014.28,2,107.375706269231,164821.098868038,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
15,"2015",0.279999999999973,2015.28,5,106.356450192308,164858.811342885,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
15,"2016",0.279999999999973,2016.28,2,88.3371634230769,136953.524953346,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
15,"2017",0.279999999999973,2017.28,5,87.5767287307692,136981.661036962,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
15,"2018",0.279999999999973,2018.28,1,54.9198461538462,86967.9656923077,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
15,"2019",0.279999999999973,2019.28,4,54.2574807692308,86992.4732115385,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
15,"2020",0.279999999999973,2020.28,1,96.9185835,157208.0124105,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
15,"2021",0.279999999999973,2021.28,1,78.6949745769231,129310.285940654,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
16,"2011",0.299999999999955,2011.3,3,65.4059807692308,94645.3846923077,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
16,"2012",0.299999999999955,2012.3,2,58.6561346153846,86888.3791538462,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
16,"2013",0.299999999999955,2013.3,2,76.193439,114829.036196,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
16,"2014",0.299999999999955,2014.3,1,107.375706269231,164928.474574308,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
16,"2015",0.299999999999955,2015.3,1,106.356450192308,164965.167793077,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
16,"2016",0.299999999999955,2016.3,3,88.3371634230769,137041.862116769,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
16,"2017",0.299999999999955,2017.3,4,87.5767287307692,137069.237765692,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
16,"2018",0.299999999999955,2018.3,1,54.9198461538462,87022.8855384615,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
16,"2019",0.299999999999955,2019.3,2,54.2574807692308,87046.7306923077,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
16,"2020",0.299999999999955,2020.3,1,96.9185835,157304.930994,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
16,"2021",0.299999999999955,2021.3,1,78.6949745769231,129388.980915231,3.56803928287735e-05,3.38903302897055e-05,3.75323540991705e-05
17,"2011",0.319999999999936,2011.32,1,65.4059807692308,94710.7906730769,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
17,"2012",0.319999999999936,2012.32,6,58.6561346153846,86947.0352884615,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
17,"2013",0.319999999999936,2013.32,1,76.193439,114905.229635,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
17,"2014",0.319999999999936,2014.32,2,107.375706269231,165035.850280577,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
17,"2015",0.319999999999936,2015.32,1,106.356450192308,165071.524243269,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
17,"2016",0.319999999999936,2016.32,2,88.3371634230769,137130.199280192,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
17,"2017",0.319999999999936,2017.32,3,87.5767287307692,137156.814494423,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
17,"2018",0.319999999999936,2018.32,1,54.9198461538462,87077.8053846154,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
17,"2019",0.319999999999936,2019.32,2,54.2574807692308,87100.9881730769,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
17,"2020",0.319999999999936,2020.32,1,96.9185835,157401.8495775,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
17,"2021",0.319999999999936,2021.32,1,78.6949745769231,129467.675889808,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
18,"2011",0.339999999999918,2011.34,1,65.4059807692308,94776.1966538462,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
18,"2012",0.339999999999918,2012.34,1,58.6561346153846,87005.6914230769,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
18,"2013",0.339999999999918,2013.34,1,76.193439,114981.423074,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
18,"2014",0.339999999999918,2014.34,1,107.375706269231,165143.225986846,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
18,"2015",0.339999999999918,2015.34,1,106.356450192308,165177.880693462,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
18,"2016",0.339999999999918,2016.34,3,88.3371634230769,137218.536443615,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
18,"2017",0.339999999999918,2017.34,4,87.5767287307692,137244.391223154,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
18,"2018",0.339999999999918,2018.34,1,54.9198461538462,87132.7252307692,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
18,"2019",0.339999999999918,2019.34,3,54.2574807692308,87155.2456538462,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
18,"2020",0.339999999999918,2020.34,1,96.9185835,157498.768161,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
18,"2021",0.339999999999918,2021.34,1,78.6949745769231,129546.370864385,4.04340019126109e-05,3.82214993324694e-05,4.27302131663538e-05
19,"2011",0.3599999999999,2011.36,1,65.4059807692308,94841.6026346154,4.55692191632701e-05,4.32860811678564e-05,4.79311973342431e-05
19,"2012",0.3599999999999,2012.36,3,58.6561346153846,87064.3475576923,4.55692191632701e-05,4.32860811678564e-05,4.79311973342431e-05
19,"2013",0.3599999999999,2013.36,1,76.193439,115057.616513,4.55692191632701e-05,4.32860811678564e-05,4.79311973342431e-05
19,"2014",0.3599999999999,2014.36,1,107.375706269231,165250.601693115,4.55692191632701e-05,4.32860811678564e-05,4.79311973342431e-05
19,"2015",0.3599999999999,2015.36,1,106.356450192308,165284.237143654,4.55692191632701e-05,4.32860811678564e-05,4.79311973342431e-05
