YEAR,MO,DY,T2M_MIN,T2M_MAX,PRECTOTCORR,RH2M
2017,2,26,15.75,25.78,0.09,79.19
2017,2,27,15.48,25.1,2.29,83.44
2017,2,28,15.88,24.25,0.39,86.06
2017,3,1,13.15,24.62,0.21,84.38
2017,3,2,14.9,24.44,0.8,82.06
2017,3,3,13.91,24.99,3.88,84.12
2017,3,4,14.26,23.37,6.37,82.06
2017,3,5,14.13,24.77,1.66,86.31
2017,3,6,15.64,24.43,7.03,87.44
2017,3,7,15.7,23.48,10.98,89.75
2017,3,8,18.23,20.22,97.65,93.56
2017,3,9,17.82,21.76,47.41,91
2017,3,10,16.71,23.86,8.56,88.94
2017,3,11,14.82,24.92,13.44,86.44
2017,3,12,16.8,23.87,26.8,90.88
2017,3,13,17.5,22.4,8.74,91.88
2017,3,14,16.48,24.81,17.01,89.88
2017,3,15,15.66,23.58,27.01,88.5
2017,3,16,16.77,23.71,4.73,89.94
2017,3,17,15.26,22.46,8,89.88
2017,3,18,16.68,20.5,28.05,94
2017,3,19,16.15,22.58,9.61,90.38
2017,3,20,15.41,22.42,8.14,90.25
2017,3,21,14.55,22.26,10.69,90.69
2017,3,22,14.89,22.65,1.75,90.69
2017,3,23,13.61,22.38,0.78,89.94
2017,3,24,14.46,22.99,0.75,87.38
2017,3,25,16.41,24.14,2.73,86.94
2017,3,26,16.73,24.36,6.27,87.06
2017,3,27,15.77,23.33,7.71,90.06
2017,3,28,15.62,22.48,10.8,90.56
2017,3,29,16.06,21.4,26.48,91.5
2017,3,30,15.35,21.82,9.79,90.31
2017,3,31,15.15,23.01,8.8,90.62
2017,4,1,15.93,22.17,11.93,91.88
2017,4,2,15.24,23.83,2,89.69
2017,4,3,12.12,22.34,3.5,89.5
2017,4,4,15.08,22.45,6.48,91.06
2017,4,5,14.88,22.19,9.47,91.12
2017,4,6,14.48,22.66,7.86,90.69
2017,4,7,14.21,22.32,3.96,88.94
2017,4,8,14.65,21.68,3.84,90.75
2017,4,9,14.23,20.29,1.44,90.5
2017,4,10,14,19.67,2.5,91.62
2017,4,11,13.2,21.53,1.14,89.56
2017,4,12,14.07,20.96,5.9,91.25
2017,4,13,12.61,20.15,1.82,88.81
2017,4,14,12.72,21.22,0.29,86.69
2017,4,15,13.7,21.51,3.79,88.75
2017,4,16,12.05,23.32,0.36,81.5
2017,4,17,14.7,22.74,2.03,87.88
2017,4,18,15.6,23.73,0.98,86.56
2017,4,19,15.22,23.07,0.55,88.5
2017,4,20,15.44,24.08,0.7,86.19
2017,4,21,15.75,23.89,1.68,88.38
2017,4,22,10.94,22.06,0.03,81.81
2017,4,23,9.66,22.19,0.72,86.5
2017,4,24,14.25,22.57,1.73,88.06
2017,4,25,12.77,23.03,0.42,82.69
2017,4,26,13.23,21.98,6.41,89.94
2017,4,27,12.15,21.83,9.32,89.06
2017,4,28,11.64,21.12,2.87,88.69
2017,4,29,12.96,19.63,4.8,89.5
2017,4,30,12.12,18.47,2.45,89.06
2017,5,1,12.53,19.61,4.39,90.12
2017,5,2,11.84,19.7,3.01,89.31
2017,5,3,9.54,20.95,4.33,90.25
2017,5,4,13.69,20.55,5.77,91.38
2017,5,5,13.08,19.02,2.09,90.94
2017,5,6,12.27,21.44,3.72,89.38
2017,5,7,12.81,20.98,2.88,87.25
2017,5,8,10.58,20.59,3.21,86.88
2017,5,9,12.51,20.88,7.98,91.12
2017,5,10,13.41,21.43,8.81,90.56
2017,5,11,11.04,20.6,0.72,86.06
2017,5,12,10.76,20.68,4.72,89.38
2017,5,13,12.55,20.97,2.24,89.5
2017,5,14,12.2,20.2,4.18,90.81
2017,5,15,11.87,19.91,2.57,89.75
2017,5,16,12.68,20.5,4.06,92.06
2017,5,17,12.12,19.82,1.69,89.25
2017,5,18,12.15,21.41,1.42,88.19
2017,5,19,13.63,22.26,1.7,85.38
2017,5,20,13.67,21.58,5.99,90.62
2017,5,21,12.15,20.4,4.86,90
2017,5,22,12.33,19.98,3.59,89.31
2017,5,23,11.19,18.61,1.22,87.25
2017,5,24,10.53,19.23,6,91.75
2017,5,25,11.46,19.47,1.08,88.94
2017,5,26,10.73,19.4,0.86,85.31
2017,5,27,9.33,22.28,0.5,75.12
2017,5,28,10.79,21.76,0.52,77.88
2017,5,29,9.67,20.81,0.91,82.12
2017,5,30,10.51,20.23,1.29,89.94
2017,5,31,12.09,20.38,3.89,90.88
2017,6,1,11.96,21.91,1.39,84
2017,6,2,11.8,21.1,3.3,86.81
2017,6,3,12.15,18.74,3.97,90.75
2017,6,4,10.65,18.21,2.33,90.12
2017,6,5,10.76,18.86,1.26,88.62
2017,6,6,7.28,18.62,0.31,86.06
2017,6,7,7,17.3,1.96,89.44
2017,6,8,10.63,19.99,18.48,92.06
2017,6,9,10.86,20.95,8.65,92.5
2017,6,10,14.81,21.07,18.72,91.56
2017,6,11,11.33,17.4,6.34,90.62
2017,6,12,11.33,17.97,4.95,90.88
2017,6,13,11.23,18.48,3.48,90.31
2017,6,14,9.65,18.6,2.48,88.75
2017,6,15,9.65,20.29,0.24,82.5
2017,6,16,11,20.37,0.16,85.75
2017,6,17,10.28,19.3,0.22,86.75
2017,6,18,10.19,18.4,0.65,88.19
2017,6,19,10.76,17.97,1.38,90.31
2017,6,20,9.41,18.82,0.94,89
2017,6,21,9.72,19.4,0.75,84.5
2017,6,22,11.2,19.28,2.02,90.75
2017,6,23,11.03,19.62,1.34,88.62
2017,6,24,12.02,19.3,0.61,89.44
2017,6,25,10.5,18.24,2.63,89.31
2017,6,26,10.16,18.57,5.96,89.94
2017,6,27,9.03,17.08,9.22,89.75
2017,6,28,8.54,15.05,3.35,90.38
2017,6,29,8.37,17.25,0.82,86.12
2017,6,30,7.98,17.53,1.33,84.25
2017,7,1,9.16,16.28,2.33,88.5
2017,7,2,9.97,18.22,13.63,91.38
2017,7,3,9.75,18.03,2.16,90
2017,7,4,9.59,17.96,2.04,90.19
2017,7,5,10.41,18,13.94,90.88
2017,7,6,10.45,18.15,7.71,90.38
2017,7,7,9.16,16.35,3.93,88.38
2017,7,8,8.48,14.37,2.55,88.69
2017,7,9,8.62,14.92,3.44,90
2017,7,10,6.54,18.53,0.14,80.31
2017,7,11,6.75,19.21,0.06,79.62
2017,7,12,8.94,18.42,0.08,85.25
2017,7,13,9.62,17.62,1.14,88.62
2017,7,14,8.65,20.33,0.18,81.81
2017,7,15,9.25,18.96,0.1,84.19
2017,7,16,7.32,21.55,0.03,70.81
2017,7,17,6.58,21.36,0.06,69.19
2017,7,18,8.6,17.4,0.11,87.12
2017,7,19,5.08,18.94,0.11,81.56
2017,7,20,6.02,17.3,0.91,85.5
2017,7,21,7.44,19.8,0.49,84.5
2017,7,22,10.09,18.76,1.74,88.81
2017,7,23,9.94,18.89,3.79,89.31
2017,7,24,9.52,20.69,2.66,83.56
2017,7,25,11.96,18.19,15.16,88
2017,7,26,10.68,18.22,10.77,87.88
2017,7,27,9.84,18.15,1.74,88.25
2017,7,28,10.16,16.91,14.81,90.56
2017,7,29,11.53,17.27,16.79,90.31
2017,7,30,11.75,18.44,13.04,91.94
2017,7,31,11.42,21.46,1.91,85.56
2017,8,1,7.34,15.86,1.93,88.88
2017,8,2,5.94,15.05,0.35,86.81
2017,8,3,7.05,15.06,0.64,88.19
2017,8,4,8.73,15.08,2.41,89.06
2017,8,5,9.23,15.97,3.02,89.81
2017,8,6,8.2,17.98,0.58,80.88
2017,8,7,8.61,18.8,1.35,86.12
2017,8,8,7.28,16.71,2.08,86.5
2017,8,9,9.67,17.94,13.72,88.81
2017,8,10,10.15,16.9,14.23,88.44
2017,8,11,10.01,17.41,5.58,89
2017,8,12,9.51,15.87,2.39,87.81
2017,8,13,9.3,16.44,5.59,88.88
2017,8,14,9.29,17.96,6.37,89.12
2017,8,15,10.01,18.12,3.73,88.56
2017,8,16,9.12,18.21,5.29,89.94
2017,8,17,10.72,19.08,5.11,89.88
2017,8,18,11.29,19.79,6.45,89.81
2017,8,19,11.19,20.8,2.37,88.19
2017,8,20,11.47,20.84,0.53,82.38
2017,8,21,11.54,20.37,1.16,84.06
2017,8,22,11.48,19.95,2.86,88.69
2017,8,23,10.48,21.11,1.03,83.44
2017,8,24,11.6,22.12,2.91,84.56
2017,8,25,10.62,21.11,1,82.69
2017,8,26,11.12,20.48,1.22,86.25
2017,8,27,10.76,21.07,1.81,84.31
2017,8,28,11.01,20.38,3.64,85.94
2017,8,29,11.97,20.49,2.48,83.69
2017,8,30,11.58,19.4,2.04,88.19
2017,8,31,11.04,22.12,0.62,83.44
2017,9,1,11.19,21.93,0.68,84.19
2017,9,2,10.35,21.4,0.92,83.44
2017,9,3,10.59,21.46,0.8,77.56
2017,9,4,10.71,20.29,2.32,86.25
2017,9,5,8.19,18.43,0.64,82.12
2017,9,6,6.83,18.22,0.31,82.38
2017,9,7,8.76,18.52,0.47,83.94
2017,9,8,9.95,18.27,0.96,86.06
2017,9,9,9.73,18.02,0.97,87.5
2017,9,10,9.66,19.55,0.63,85.75
2017,9,11,9.83,20.87,0.43,82.62
2017,9,12,9.26,20.54,0.41,82.06
2017,9,13,9.24,20.34,0.15,82.25
2017,9,14,7.02,24.33,0.01,64.69
2017,9,15,8.6,25.13,0.01,70.12
2017,9,16,9.94,24.22,0.04,80.62
2017,9,17,12.05,26.61,0.03,77.56
2017,9,18,12.87,24.01,0.41,83.5
2017,9,19,12.44,22.98,0.69,84.5
2017,9,20,12.35,23.74,0.4,81.62
2017,9,21,11.74,23.37,0.5,80.75
2017,9,22,12.69,22.34,3.16,84.31
2017,9,23,12.45,22.52,1.65,83.06
2017,9,24,12.61,24.06,0.94,78.75
2017,9,25,13.66,22.5,5.01,85.94
2017,9,26,13.62,22.73,1.76,83.75
2017,9,27,10.44,23.22,0.27,82.38
2017,9,28,11.8,22.99,0.33,79.94
2017,9,29,10.65,21.21,1.86,82.75
2017,9,30,12.21,21.82,4.91,84.88
2017,10,1,11.48,21.16,2.5,84.38
2017,10,2,11.69,22.66,1.73,80.19
2017,10,3,12.07,23.11,0.84,83.88
2017,10,4,11.86,20.84,0.37,82.56
2017,10,5,11.93,20.99,0.85,84.69
2017,10,6,11.14,20.84,0.46,82
2017,10,7,9.26,20.9,0.06,77.06
2017,10,8,10.11,21.77,0.17,80.19
2017,10,9,9.4,24,0.78,82.31
2017,10,10,13.47,24.33,1.76,83.75
2017,10,11,15.09,25.83,13.34,81.25
2017,10,12,14.71,26.05,4.25,77.88
2017,10,13,12.83,25.23,3.7,77.38
2017,10,14,14.07,25.09,3.19,77.94
2017,10,15,13.75,25.49,2.37,80.31
2017,10,16,15.01,25.94,2.9,81.75
2017,10,17,15.95,25.76,1.1,81.44
2017,10,18,14.75,27.96,0.13,74
2017,10,19,15.23,26.16,0.84,80.06
2017,10,20,15.38,26.16,0.37,79.75
2017,10,21,12.33,23.8,0.14,78.31
2017,10,22,12.52,23.42,0.31,78.62
2017,10,23,11.91,23.73,0.59,77.94
2017,10,24,9.13,24.86,0.48,76.62
2017,10,25,13.12,25.94,0.59,79.06
2017,10,26,13.88,25.51,1.38,81.31
2017,10,27,13.56,25.62,0.95,79.94
2017,10,28,14.66,24.49,1.86,79.62
2017,10,29,13.15,21.08,19.93,84
2017,10,30,12.9,21.55,23.07,84.81
2017,10,31,12.08,21.73,10.22,84.81
2017,11,1,10.64,18.94,8.42,84.69
2017,11,2,12.36,21.76,3.14,82.06
2017,11,3,10.62,23.77,0.63,77.25
2017,11,4,12.68,23.1,1.23,79.94
2017,11,5,12.36,23.23,4.15,82.25
2017,11,6,12.54,24.24,9.33,78.44
2017,11,7,13.63,24.73,3.07,77.69
2017,11,8,14.87,23.29,4.63,80.25
2017,11,9,13.68,25.63,2.21,75.62
2017,11,10,14.18,27.06,3.28,71.81
2017,11,11,14.76,27.19,6.71,74.44
2017,11,12,15.05,28.24,1.46,73.31
2017,11,13,16.26,26.25,6.19,78.94
2017,11,14,14.54,25.12,4.94,81.19
2017,11,15,15.33,21.47,20.61,87
2017,11,16,15.66,24.05,22.1,86.12
2017,11,17,14.82,24.75,23.35,82.88
2017,11,18,14.71,24.47,8.69,79.25
2017,11,19,13.87,24.51,3.94,80.44
2017,11,20,15.36,24.04,9.66,84.69
2017,11,21,14.03,21.13,7.42,85.69
2017,11,22,13.27,23.56,58.91,85.75
2017,11,23,13.45,21.24,49.28,86.12
2017,11,24,12.88,22.84,40.07,84.81
2017,11,25,14.05,22.33,34,87.38
2017,11,26,15.48,24.75,12.24,84.12
2017,11,27,13.51,25.85,6.58,76.62
2017,11,28,15.19,23.51,73.46,88.62
2017,11,29,16.15,24.14,30.62,86.19
2017,11,30,16.19,22.41,48.57,88.5
2017,12,1,15.34,23.8,10.48,87.12
2017,12,2,15.99,23.99,7.9,87.69
2017,12,3,15.6,22.85,4.85,87.56
2017,12,4,13.89,22.03,3.28,88.38
2017,12,5,14.41,22.56,1.51,84.75
2017,12,6,13.46,23.51,0.66,82.56
2017,12,7,14.65,24.31,40.71,85.44
2017,12,8,14.73,23.83,9.02,84.19
2017,12,9,14.4,22.89,20.37,85.88
2017,12,10,15.37,24.09,25.53,87.75
2017,12,11,15.55,24.25,19.45,83.94
2017,12,12,16.23,23.55,23.52,89.75
2017,12,13,16.8,23.61,28.72,89.75
2017,12,14,16.06,24.62,19.01,84.06
2017,12,15,17.73,23.07,21.05,90.94
2017,12,16,16.05,22.42,11.66,89.62
2017,12,17,15.43,21.42,2.04,90.25
2017,12,18,15.14,21.62,17.52,87.62
2017,12,19,12.91,23.93,0.43,77.5
2017,12,20,14.22,26.56,18.13,79.88
2017,12,21,16.53,24.11,20.05,84.19
2017,12,22,15.52,25.24,7.01,84.12
2017,12,23,16.67,22.62,20.01,89.5
2017,12,24,15.87,24.57,15.39,82.75
2017,12,25,14.86,24.76,25.64,84.25
2017,12,26,17.48,23.93,12.01,88.5
2017,12,27,17.41,23.29,25.76,90.38
2017,12,28,16.76,22.86,49.9,90.31
2017,12,29,16.38,22.09,37.15,91.12
2017,12,30,16.56,24.51,28.24,87.69
2017,12,31,16.74,23.76,31.62,89.88
2018,1,1,16.16,22.35,41.02,91.06
2018,1,2,15.01,23.38,3.13,84.56
2018,1,3,14.49,23.76,1.18,84.75
2018,1,4,16.91,22.62,12.34,90.44
2018,1,5,18.21,21.65,24.53,91.31
2018,1,6,18.94,21.6,34.34,93.12
2018,1,7,15.36,19.41,13.48,90.81
2018,1,8,15.24,23.56,4.63,89.69
2018,1,9,17.34,24.2,9.9,90.06
2018,1,10,16.01,23.49,49.8,87.69
2018,1,11,13.97,19.95,7.26,90.94
2018,1,12,12.8,22.86,6.25,88.94
2018,1,13,14.37,23.85,3.96,87
2018,1,14,16.48,22.76,6.03,89
2018,1,15,16.13,22.74,13.68,89.12
2018,1,16,13.77,21.73,1.82,85.5
2018,1,17,12.46,22,0.53,83.69
2018,1,18,12.05,24.25,0.17,77.94
2018,1,19,12.44,23.94,2.05,84.06
2018,1,20,16.44,23.61,8.68,89.44
2018,1,21,16.61,22.19,16.77,91.56
2018,1,22,16.15,21.97,63.56,92.44
2018,1,23,14.4,24.9,29.59,85.56
2018,1,24,15.26,24.22,18.46,85.69
2018,1,25,14.8,21.52,2.32,87.81
2018,1,26,14.4,23.03,4.87,88.38
2018,1,27,15.87,24.59,5.3,85.5
2018,1,28,15.85,23.85,15.88,86.38
2018,1,29,16.62,23.88,21.17,87.56
2018,1,30,17.18,24.18,10.37,88.44
2018,1,31,16.91,23.17,42.62,90.31
2018,2,1,16.97,23.39,10.39,90.25
2018,2,2,15.42,24.82,2.16,81
2018,2,3,16.26,26.71,1.16,77.38
2018,2,4,17.49,24.79,12.17,83.38
2018,2,5,16.76,19.86,26.64,93.62
2018,2,6,15.58,20.34,14.54,90.88
2018,2,7,15.23,23.44,22.78,89.69
2018,2,8,16.14,23.62,12.79,88
2018,2,9,15.76,21.56,19.06,90.19
2018,2,10,15.73,21.58,1.99,89.06
2018,2,11,14.55,24.54,8.09,83.31
2018,2,12,15.82,24.44,6.81,85.62
2018,2,13,14.44,23.52,6.09,82.25
2018,2,14,13.82,24.39,11.81,83.62
2018,2,15,15.94,24.15,17.93,87.69
2018,2,16,15.77,22.7,28.66,90.56
2018,2,17,16.98,21.77,39.82,93.06
2018,2,18,15.76,23.95,28.8,85.94
2018,2,19,16.48,20.62,31.62,89.38
2018,2,20,15.48,22.83,7.02,87.94
2018,2,21,13.64,23.23,22.49,86.88
2018,2,22,15.55,23.98,24.04,86.62
2018,2,23,14.48,24.67,56.76,84.88
2018,2,24,16.22,24.48,27.17,88.38
2018,2,25,15.44,24.25,10,87.12
2018,2,26,17.04,24.26,13.13,89.12
2018,2,27,15.89,24.83,5.53,86.44
2018,2,28,16.71,24.23,3.09,88.81
2018,3,1,15.97,24.31,5.64,89
2018,3,2,15.03,22.16,38.36,91
2018,3,3,13.92,21.36,7.09,90.94
2018,3,4,15.8,22.07,14.61,92.69
2018,3,5,16.29,22.9,14.74,92.81
2018,3,6,16.76,23.39,15.95,91.44
2018,3,7,16.87,23.84,2.65,87.56
2018,3,8,15.91,23.91,3.91,87.5
2018,3,9,16.49,23.52,10.3,85.56
2018,3,10,14.83,23.17,1.69,88.44
2018,3,11,13.65,21.99,0.43,88.56
2018,3,12,13.79,23.7,1.38,89.44
2018,3,13,15.65,23.15,1.99,90.38
2018,3,14,14.08,22.65,0.68,88.44
2018,3,15,13.66,23.06,9.06,89.94
2018,3,16,15.69,21.26,16.14,90
2018,3,17,15.39,19.36,16.14,92.06
2018,3,18,17.01,22.38,14.14,93
2018,3,19,16.8,24.18,5.32,90.12
2018,3,20,13.98,24.06,0.18,78.75
2018,3,21,13.35,24.43,1.06,79.19
2018,3,22,15.63,23.79,1.9,89.56
2018,3,23,15.63,21.8,2.64,90.38
2018,3,24,12.58,22.81,1.87,88.31
2018,3,25,14.19,23.49,0.54,85.31
2018,3,26,12.03,24.45,0.35,81.94
2018,3,27,13.4,24.41,0.58,81.81
2018,3,28,10.73,23.02,1.7,83.44
2018,3,29,14.59,22.34,1.77,86.5
2018,3,30,12.3,22.73,0.61,83.88
2018,3,31,11.23,20.96,3.05,90.88
2018,4,1,14.9,21.98,2.33,90.12
2018,4,2,14.33,22.46,17.42,89.94
2018,4,3,14.71,22.3,3.43,89
2018,4,4,14.18,22.38,3.02,88.56
2018,4,5,13.2,21.37,4.24,90
2018,4,6,14.55,21.43,36.01,91.62
2018,4,7,14.39,20.69,13.42,88.88
2018,4,8,15.33,21.43,15,90.88
2018,4,9,13.58,21.62,7.62,90.06
2018,4,10,12.4,23.48,2.18,85.88
2018,4,11,13.41,23.84,4.22,85.19
2018,4,12,14.51,23.18,9.67,89.5
2018,4,13,15.62,20.9,20.75,91.81
2018,4,14,15.04,21.24,19.65,90.94
2018,4,15,14.73,22.45,11.02,88.88
2018,4,16,14.43,23.44,3.22,86.38
2018,4,17,14.56,21.54,5.52,90
2018,4,18,12.23,20.98,1.49,89.25
2018,4,19,12.08,22,1.47,89.56
2018,4,20,11.72,22.9,1.23,87.56
2018,4,21,14.76,22.08,1.28,90.88
2018,4,22,12.92,22.98,12.18,85.69
2018,4,23,14.31,22.64,19.11,88.62
2018,4,24,14.12,22.76,22.73,87
2018,4,25,13.24,20.63,4.4,89.31
2018,4,26,12,21.12,3.09,90.88
2018,4,27,9.15,18.8,0.47,87.19
2018,4,28,10.26,19.87,0.68,90.31
2018,4,29,9.48,20.66,0.9,88.06
2018,4,30,9.95,19.56,1.1,89.56
2018,5,1,11.85,19.83,2.06,90.88
2018,5,2,12.13,19.6,1.9,90.62
2018,5,3,12.02,21.13,3.63,91.06
2018,5,4,12.75,21.56,1.46,89.56
2018,5,5,13.07,22.49,0.35,86.06
2018,5,6,12.24,22.45,1.95,86.06
2018,5,7,14.35,21.35,0.34,89.75
2018,5,8,13.55,20.26,0.24,90.81
2018,5,9,14.29,21.48,4.84,91.62
2018,5,10,12.76,22.8,2.15,80.06
2018,5,11,13.01,22.91,1.85,87.25
2018,5,12,13.42,22.44,0.92,87.44
2018,5,13,13.38,22.05,1.16,88.25
2018,5,14,12.72,22.38,0.39,86
2018,5,15,10.82,22.37,0.66,82.94
2018,5,16,12.31,21.25,2.76,88.94
2018,5,17,12.33,21.05,2.45,88.75
2018,5,18,11.65,21.07,4.2,88.06
2018,5,19,12.47,19.62,4.77,90.44
2018,5,20,12.18,18.18,6.92,89.88
2018,5,21,11.18,17.8,2.91,89.88
2018,5,22,11.04,19.78,4.35,91.19
2018,5,23,12.12,19.43,4.16,90.88
2018,5,24,10.86,20.03,5.61,90.94
2018,5,25,10.28,18.55,2.4,90.56
2018,5,26,7.35,17.8,2.25,90.06
2018,5,27,11.7,22.2,1.37,81.94
2018,5,28,11.89,21.27,0.69,87.19
2018,5,29,12.02,20.25,2.45,88.06
2018,5,30,11.05,20.37,2.74,84.5
2018,5,31,10.94,21.64,0.4,78.5
2018,6,1,10.6,20.69,0.56,86.19
2018,6,2,11.13,19.63,1.39,89.81
2018,6,3,10.22,17.55,0.76,88.75
2018,6,4,9.6,18.88,0.83,83.19
2018,6,5,9.51,18.32,0.19,85.56
2018,6,6,7.91,18.29,0.04,84.44
2018,6,7,6.67,18.74,0,74.56
2018,6,8,7.01,20.03,0.03,76.94
2018,6,9,9.9,19.07,0.1,87.19
2018,6,10,9.79,19.54,1.01,88.56
2018,6,11,10.28,20.27,3.22,88.38
2018,6,12,10.51,18.25,5.49,90.69
2018,6,13,10.08,16.84,2.62,89.88
2018,6,14,10.12,16.97,6.63,91
2018,6,15,11.12,18.22,3.67,90.94
2018,6,16,11.15,19.78,4.92,90.94
2018,6,17,11.32,20.8,1.47,88.75
2018,6,18,10.76,18.94,0.57,88.94
2018,6,19,8.54,20.5,0.27,79.31
2018,6,20,8.03,21.84,0.2,80.44
2018,6,21,8.32,20.75,0.26,82.56
2018,6,22,9.94,17.94,0.64,88.44
2018,6,23,9.58,17.26,0.8,90.38
2018,6,24,9.45,18.61,1.12,90.19
2018,6,25,10.33,17.47,5.77,90.75
2018,6,26,9.47,17.69,5.2,90.75
2018,6,27,9.42,15.93,2.84,89.5
2018,6,28,9.01,17.09,0.77,87.88
2018,6,29,8.21,20.35,0.42,84.12
2018,6,30,9.98,18.94,1.85,88.75
2018,7,1,10.71,18.07,1.88,90.19
2018,7,2,9.55,17.65,2.21,89.31
2018,7,3,9.75,17.01,1.26,88
2018,7,4,8.77,16.15,3.37,89.06
2018,7,5,8.16,17.73,11.71,90
2018,7,6,10.26,16.52,3.51,89.5
2018,7,7,9.32,16.16,4.07,89.06
2018,7,8,9.3,16.43,3.58,89.69
2018,7,9,9.21,15.03,2.82,89.19
2018,7,10,9.18,15.13,2.24,88.31
2018,7,11,8.45,16.65,5.55,90.06
2018,7,12,8.4,15.38,4.34,89.31
2018,7,13,9.33,15.62,7.67,89.94
2018,7,14,9.43,16.05,2.67,88.44
2018,7,15,7.4,17.42,0.33,83.5
2018,7,16,5.5,15.48,1.33,86.69
2018,7,17,7.37,13.88,6,89.88
2018,7,18,6.73,13.64,1.65,87.62
2018,7,19,7.78,14.07,5.08,89.12
2018,7,20,8.79,14.72,9.82,89.44
2018,7,21,9.44,16.26,9.14,90.44
2018,7,22,9.45,16.73,6.22,90
2018,7,23,7.62,15.51,6.74,88.69
2018,7,24,7.2,15.31,5.38,88.81
2018,7,25,9.83,15.16,4.17,90.56
2018,7,26,9.65,18.35,0.66,89.19
2018,7,27,10.76,19.63,1.65,90.38
2018,7,28,10.4,18.54,0.55,88.56
2018,7,29,9.8,19.12,0.28,87.06
2018,7,30,9.72,20.58,0.08,81.38
2018,7,31,8.8,20.73,0.15,82.19
2018,8,1,11.23,19.55,0.22,87.19
2018,8,2,11.16,21.01,0.01,82.62
2018,8,3,9.35,22.12,0,68
2018,8,4,6.92,20.82,0.02,71.38
2018,8,5,10.44,19.9,0.05,87.06
2018,8,6,10.07,21.43,0.01,78.06
2018,8,7,7.12,22.08,0,74
2018,8,8,6.98,21.7,0,77.5
2018,8,9,5.88,21.26,0.02,67.75
2018,8,10,7.14,18.78,0.06,83.56
2018,8,11,9.48,19.01,0.13,87.88
2018,8,12,10.32,19.51,0.18,87.38
2018,8,13,9.52,18.33,0.26,86.31
2018,8,14,9.09,17.93,1.06,86.25
2018,8,15,8.96,17.5,1.5,87.31
2018,8,16,8.8,17.26,0.84,87.44
2018,8,17,8.37,17.73,1.43,88.25
2018,8,18,8.58,18.23,1.31,87.31
2018,8,19,10,17.39,2.73,88.25
2018,8,20,9.07,17.93,0.7,84.62
2018,8,21,9.16,17.91,2.61,89.38
2018,8,22,9.66,19.18,1.65,88.25
2018,8,23,9.51,19.58,0.5,85.69
2018,8,24,8.98,19.59,0.73,86.62
2018,8,25,9.36,18.42,0.53,86.38
2018,8,26,9.88,19.83,1.96,86.38
2018,8,27,9.8,19.67,1.68,85.62
2018,8,28,10.15,19.44,5.15,86.06
2018,8,29,10.97,19.25,0.99,86.12
2018,8,30,9.61,18.43,1.11,85.69
2018,8,31,9.79,17.73,2.01,86.5
2018,9,1,9.33,18.08,0.71,83.94
2018,9,2,8.72,18.66,3,87.88
2018,9,3,10.02,19.53,3.12,86
2018,9,4,8.95,19.98,1.87,84.69
2018,9,5,9.48,20.13,5.62,86.88
2018,9,6,9.88,18.51,3.75,86.5
2018,9,7,8.71,19.55,5.18,87
2018,9,8,11.63,20.79,3.1,87.62
2018,9,9,10.15,19.29,0.75,85.38
2018,9,10,9.98,20.39,0.53,85.25
2018,9,11,10.89,21.99,0.15,80.56
2018,9,12,10.61,22.93,0.33,76.38
2018,9,13,12.61,23.26,0.09,81.94
2018,9,14,12.4,22.4,0,83.44
2018,9,15,12.92,23.03,0,78.88
2018,9,16,10.79,23.74,0,77.69
2018,9,17,8.22,21.44,0,71.56
2018,9,18,5.43,21.85,0.01,73.38
2018,9,19,9.67,21.44,0,78.06
2018,9,20,6.82,21.77,0,75.25
2018,9,21,8.81,21.93,0.01,79.62
2018,9,22,7.41,22.25,0.01,79.94
2018,9,23,9.86,22.08,0.1,79.06
2018,9,24,10.15,22.64,0.18,79.5
2018,9,25,9.89,22.35,0.21,79.44
2018,9,26,11.04,22.33,0.59,82.12
2018,9,27,11.28,23.2,0.19,82.25
2018,9,28,11.6,21.58,0.97,81.88
2018,9,29,11.21,20.6,1.55,83.31
2018,9,30,10.16,20.87,1.11,79.31
2018,10,1,9.67,18.94,1.65,81.19
2018,10,2,10.65,21.91,2.28,80.12
2018,10,3,10.73,24.17,0.12,78.12
2018,10,4,11.57,24.05,0.03,77.69
2018,10,5,11.91,24.44,0.11,80.25
2018,10,6,12.03,24.8,0.04,78.06
2018,10,7,12.77,24.45,0.44,81
2018,10,8,14.05,23.58,12.13,84.5
2018,10,9,12.11,21.4,3.4,83.69
2018,10,10,11.86,21.23,3.73,84
2018,10,11,13,21.68,6.31,84.25
2018,10,12,12.21,21.67,3.9,84
2018,10,13,12.77,23.12,2.09,82.75
2018,10,14,12.73,24.19,1.85,80.94
2018,10,15,13.5,23.98,3.65,82.75
2018,10,16,14.54,24.03,8.87,77.44
2018,10,17,12.33,25.49,0.82,68.25
2018,10,18,13.86,25.64,1.03,74.56
2018,10,19,13.78,24.95,0.81,67.44
2018,10,20,13.26,24.74,0.9,76.81
2018,10,21,11.94,25.15,0.03,68.62
2018,10,22,8.74,24.74,0.19,64.81
2018,10,23,8.57,21.3,0.08,76.19
2018,10,24,8.28,21.16,0.69,77.56
2018,10,25,8.62,22.79,0.56,75
2018,10,26,10.64,24.9,0.88,76.31
2018,10,27,11.22,23,8.16,80.69
2018,10,28,13.73,21.79,9.93,80.56
2018,10,29,10.31,23.33,0.18,66.38
2018,10,30,10.42,23.87,0.07,62.31
